full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
pwndbg/pwndbg,Exploit Development and Reverse Engineering with GDB Made Easy,https://github.com/pwndbg/pwndbg,['exploit'],1,2022-08-06T02:49:56+0000,12318,4768,Python,656,[]
hahwul/mad-metasploit,"Metasploit custom modules, plugins, resource script and.. awesome metasploit collection",https://github.com/hahwul/mad-metasploit,['metasploit module OR payload'],1,2022-08-06T00:26:50+0000,56667,310,Ruby,89,[]
SpartanEngineer24798/Rowhammer_Tutorial,Repository for a comprehensive basic introduction into the Rowhammer exploit,https://github.com/SpartanEngineer24798/Rowhammer_Tutorial,['exploit'],1,2022-08-06T02:20:22+0000,1,0,,0,[]
aNLPer/EEL,Effective Exploit Label Information for Legal Judgement Prediction,https://github.com/aNLPer/EEL,['exploit'],1,2022-08-06T01:47:25+0000,1,0,,0,[]
rhytxm/Paradox-Exploit,A roblox Exploit,https://github.com/rhytxm/Paradox-Exploit,['exploit'],1,2022-08-06T01:45:59+0000,1,0,,0,[]
codingcore2/SILENT-DOC-EXPLOIT-CLEAN-r,None,https://github.com/codingcore2/SILENT-DOC-EXPLOIT-CLEAN-r,['exploit'],1,2022-08-06T00:51:08+0000,1,0,,0,[]
codingcore2/SILENT-PDF-EXPLOIT-CLEAN-r,None,https://github.com/codingcore2/SILENT-PDF-EXPLOIT-CLEAN-r,['exploit'],1,2022-08-06T00:49:55+0000,1,0,,0,[]
codingcore2/SILENT-EXCEL-XLS-EXPLOIT-CLEAN-r,None,https://github.com/codingcore2/SILENT-EXCEL-XLS-EXPLOIT-CLEAN-r,['exploit'],1,2022-08-06T00:48:51+0000,1,0,,0,[]
SanWatty/ExploitingAnaChan,A simple vulnerable android version detector & exploit injector. ,https://github.com/SanWatty/ExploitingAnaChan,['exploit'],1,2022-08-06T04:37:58+0000,4,0,Python,0,[]
secnate/Exploit-Education-CTFs,Repository of Nathan's solutions to Exploit Education CTFs,https://github.com/secnate/Exploit-Education-CTFs,['exploit'],1,2022-08-06T01:34:59+0000,14,0,Python,0,[]
R3LI4NT/articulos,Artículos relacionados a la Ciberseguridad y Hacking.,https://github.com/R3LI4NT/articulos,['exploit'],1,2022-08-06T02:03:08+0000,1189,37,,1,[]
hktalent/scan4all,"vuls Scan: 15000+PoCs; 21 kinds of application password crack; 7000+Web fingerprints; 146 protocols and 90000+ rules Port scanning; Fuzz, HW, awesome BugBounty( ͡° ͜ʖ ͡°)...",https://github.com/hktalent/scan4all,"['0day', 'attack poc']",2,2022-08-06T02:00:20+0000,63213,2439,Go,266,[]
sari3l/Poc-Monitor,🔍 Github CVE POC 信息监控推送 🚀,https://github.com/sari3l/Poc-Monitor,['cve poc'],1,2022-08-06T04:39:28+0000,11621,17,Go,6,[]
Noxtal/follina,"All about CVE-2022-30190, aka follina, that is a RCE vulnerability that affects Microsoft Support Diagnostic Tools (MSDT) on Office apps such as Word. This is a very simple POC, feel free to check the sources below for more threat intelligence.",https://github.com/Noxtal/follina,"['cve poc', 'rce', 'rce poc', 'vulnerability poc']",4,2022-08-06T01:04:51+0000,40,1,Python,0,['CVE-2022-30190']
Akebi-Group/Akebi-GC,The great software for some game that exploiting anime girls (and boys).,https://github.com/Akebi-Group/Akebi-GC,['exploit'],1,2022-08-06T02:02:57+0000,41834,892,C++,234,[]
Chan-0312/RRNet,A Model RRNet for Spectral Information Exploitation and LAMOST Medium-resolution Spectrum Parameter Estimation,https://github.com/Chan-0312/RRNet,['exploit'],1,2022-08-06T01:24:06+0000,199609,3,Jupyter Notebook,0,[]
willfindlay/houdini,Houdini is a container escape artist. Test your container security frameworks against known exploits.,https://github.com/willfindlay/houdini,['exploit'],1,2022-08-06T03:55:44+0000,3033,0,Rust,1,[]
E1P0TR0/CVE-Machines_htb,Lista de exploits para vulnerar máquinas retiradas de la plataforma Hack the Box y scripts propios para automatizar los procesos,https://github.com/E1P0TR0/CVE-Machines_htb,['exploit'],1,2022-08-06T01:16:30+0000,904,1,Python,0,[]
jgamblin/CISA_Enrichment,CISA Known Exploited Vulnerabilities Catalog Enrichment,https://github.com/jgamblin/CISA_Enrichment,['exploit'],1,2022-08-06T00:34:28+0000,240456,3,Jupyter Notebook,0,[]
gmatuz/inthewilddb,Hourly updated database of exploit and exploitation reports,https://github.com/gmatuz/inthewilddb,['exploit'],1,2022-08-06T04:26:34+0000,7608728,76,Python,11,[]
Relkss/Testing_Exploit,None,https://github.com/Relkss/Testing_Exploit,['exploit'],1,2022-08-06T01:30:50+0000,191,0,Lua,0,[]
Cobalt-Strike/community_kit,"Cobalt Strike is a post-exploitation framework designed to be extended and customized by the user community. Several excellent tools and scripts have been written and published, but they can be challenging to locate. Community Kit is a central repository o",https://github.com/Cobalt-Strike/community_kit,['exploit'],1,2022-08-06T02:10:13+0000,1686,122,HTML,27,[]
HeiTang/Zrss,RSS feeds for HITCON ZeroDay’s vulnerability list,https://github.com/HeiTang/Zrss,['zeroday'],1,2022-08-06T04:32:34+0000,22850,3,Python,1,[]
ycdxsb/PocOrExp_in_Github,聚合Github上已有的Poc或者Exp，CVE信息来自CVE官网。Auto Collect Poc Or Exp from Github by CVE ID.,https://github.com/ycdxsb/PocOrExp_in_Github,"['cve poc', 'exploit']",2,2022-08-06T04:01:03+0000,249722,474,Python,136,[]
nomi-sec/NVD-Exploit-List-Ja,🔍NVD exploit & JVN(Japan Vulnerability Notes) easy description,https://github.com/nomi-sec/NVD-Exploit-List-Ja,['exploit'],1,2022-08-06T00:48:55+0000,15619,45,,23,[]
drb-ra/C2IntelFeeds,Automatically created C2 Feeds,https://github.com/drb-ra/C2IntelFeeds,['metasploit module OR payload'],1,2022-08-06T04:31:33+0000,398449,191,REXX,21,[]
knownsec/pocsuite3,pocsuite3 is an open-sourced remote vulnerability testing framework developed by the Knownsec 404 Team.,https://github.com/knownsec/pocsuite3,['vulnerability poc'],1,2022-08-06T02:08:49+0000,21581,2679,Python,703,[]
CStefanic/Metasploitable-2-Pentest,None,https://github.com/CStefanic/Metasploitable-2-Pentest,['metasploit module OR payload'],1,2022-08-06T02:08:13+0000,0,0,,0,[]
