full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
ronin-rb/ronin,"Ronin is a Free and Open Source Ruby Toolkit for Security Research and Development. Ronin also allows for the rapid development and distribution of code, exploits, payloads, etc, via 3rd-party git repositories.",https://github.com/ronin-rb/ronin,['exploit'],1,2024-08-20T03:47:45+0000,8872,677,Ruby,52,[]
rapid7/metasploit-framework,Metasploit Framework,https://github.com/rapid7/metasploit-framework,['metasploit module OR payload'],1,2024-08-20T04:15:31+0000,1026473,33590,Ruby,13841,[]
Gallopsled/pwntools,CTF framework and exploit development library,https://github.com/Gallopsled/pwntools,"['exploit', 'shellcode']",2,2024-08-20T15:04:00+0000,28278,11811,Python,1678,[]
leebaird/discover,"Custom bash scripts used to automate various penetration testing tasks including recon, scanning,  enumeration, and malicious payload creation using Metasploit. For use with Kali Linux.",https://github.com/leebaird/discover,['metasploit module OR payload'],1,2024-08-20T02:17:39+0000,3480,3397,PowerShell,818,[]
pwndbg/pwndbg,Exploit Development and Reverse Engineering with GDB Made Easy,https://github.com/pwndbg/pwndbg,['exploit'],1,2024-08-20T00:55:19+0000,16360,7138,Python,862,[]
zeroscience/advisory,"Vulnerabilities, security advisories, exploit codes and proof-of-concept codes.",https://github.com/zeroscience/advisory,['exploit'],1,2024-08-20T13:08:53+0000,4850,6,Python,7,[]
malwaredllc/byob,"An open-source post-exploitation framework for students, researchers and developers.",https://github.com/malwaredllc/byob,['exploit'],1,2024-08-20T01:51:35+0000,39639,8897,Python,2104,[]
cultureelerfgoed/sparql,In deze repositories worden openbare SPARQL queries verzameld die gebruikt worden op linked datasets van de RCE,https://github.com/cultureelerfgoed/sparql,['rce'],1,2024-08-20T02:07:10+0000,600,0,Python,0,[]
sickn3ss/exploits,None,https://github.com/sickn3ss/exploits,['exploit'],1,2024-08-20T14:00:53+0000,221877,0,C,0,[]
drb-ra/C2IntelFeeds,Automatically created C2 Feeds,https://github.com/drb-ra/C2IntelFeeds,['metasploit module OR payload'],1,2024-08-20T04:32:27+0000,1566248,491,REXX,45,[]
avgjoesecurity/CisternAttack,The Cistern Attack: Exploiting absolute trust in the tools you use.,https://github.com/avgjoesecurity/CisternAttack,['exploit'],1,2024-08-20T16:12:12+0000,52,5,Go,1,[]
nomi-sec/PoC-in-GitHub,📡 PoC auto collect from GitHub. ⚠️ Be careful Malware.,https://github.com/nomi-sec/PoC-in-GitHub,"['cve poc', 'exploit']",2,2024-08-20T00:35:49+0000,534843,6323,,1159,[]
nomi-sec/NVD-Exploit-List-Ja,🔍NVD exploit & JVN(Japan Vulnerability Notes) easy description,https://github.com/nomi-sec/NVD-Exploit-List-Ja,['exploit'],1,2024-08-20T00:50:50+0000,73423,79,,39,[]
sneakerhax/C2PE,C2 and Post Exploitation Code,https://github.com/sneakerhax/C2PE,['exploit'],1,2024-08-20T04:02:37+0000,566,34,Go,6,[]
Patrowl/PatrowlHearsData,"Open-Source Vulnerability Intelligence Center - Unified source of vulnerability, exploit and threat Intelligence feeds",https://github.com/Patrowl/PatrowlHearsData,['exploit'],1,2024-08-20T05:04:55+0000,1873484,117,,34,[]
exploit-haxor/webshell,Telerick Exploit,https://github.com/exploit-haxor/webshell,['exploit'],1,2024-08-20T11:17:50+0000,2386,0,PHP,0,[]
xalgord/My-Methodologies,Tools and methods that I personally use for Recon and Exploitations,https://github.com/xalgord/My-Methodologies,['exploit'],1,2024-08-20T16:22:42+0000,1212,24,,7,[]
XenoAmess/metasploit-java-external-module,java external module for metasploit framework.,https://github.com/XenoAmess/metasploit-java-external-module,['metasploit module OR payload'],1,2024-08-20T02:43:00+0000,7242,2,Java,0,[]
ycdxsb/PocOrExp_in_Github,聚合Github上已有的Poc或者Exp，CVE信息来自CVE官网。Auto Collect Poc Or Exp from Github by CVE ID.,https://github.com/ycdxsb/PocOrExp_in_Github,"['cve poc', 'exploit']",2,2024-08-20T04:48:56+0000,512532,895,Python,196,[]
Cobalt-Strike/community_kit,"Cobalt Strike is a post-exploitation framework designed to be extended and customized by the user community. Several excellent tools and scripts have been written and published, but they can be challenging to locate. Community Kit is a central repository o",https://github.com/Cobalt-Strike/community_kit,['exploit'],1,2024-08-20T01:24:02+0000,3617,307,HTML,20,[]
gmatuz/inthewilddb,Hourly updated database of exploit and exploitation reports,https://github.com/gmatuz/inthewilddb,['exploit'],1,2024-08-20T05:06:29+0000,3642,230,Python,18,[]
yaklang/yakit,Cyber Security ALL-IN-ONE Platform,https://github.com/yaklang/yakit,['exploit'],1,2024-08-20T10:02:19+0000,73464,6410,TypeScript,810,[]
sha0coder/scemu,x86 malware emulator,https://github.com/sha0coder/scemu,"['metasploit module OR payload', 'shellcode']",2,2024-08-20T10:07:54+0000,52530,189,Rust,25,[]
JosephTLucas/CISA_KNOWN_EXPLOITED_VULNERABILITIES_CATALOG,Git Scraping project for CISA Known Exploited Vulnerability Catalog,https://github.com/JosephTLucas/CISA_KNOWN_EXPLOITED_VULNERABILITIES_CATALOG,['exploit'],1,2024-08-20T12:53:37+0000,1034,4,,2,[]
volkandindar/agartha,"A Burp extension helps identifying injection flaws (LFI, RCE, SQLi), authentication/authorization issues, and HTTP 403 access violations, while also converting HTTP requests to JavaScript for enhanced XSS exploitation.",https://github.com/volkandindar/agartha,"['exploit', 'rce']",2,2024-08-20T10:07:24+0000,944,338,Python,66,[]
