full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
leebaird/discover,"Custom bash scripts used to automate various penetration testing tasks including recon, scanning, parsing, and creating malicious payloads and listeners with Metasploit.",https://github.com/leebaird/discover,['metasploit module OR payload'],1,2022-06-10T00:41:56+0000,3296,2698,PowerShell,757,[]
xemulat/Windows-Defender-Evador,Evade Windows 10 Defender Using The Newest Exploit,https://github.com/xemulat/Windows-Defender-Evador,['exploit'],1,2022-06-10T06:30:03+0000,5,0,Python,0,[]
codingcore1/SILENT-DOC-EXPLOIT-CLEAN-...,None,https://github.com/codingcore1/SILENT-DOC-EXPLOIT-CLEAN-...,['exploit'],1,2022-06-10T00:39:37+0000,1,0,,0,[]
k508/CVE-2022-30190,Mitigation for CVE-2022-30190,https://github.com/k508/CVE-2022-30190,['cve-2 OR cve_2'],1,2022-06-10T00:33:19+0000,2,0,PowerShell,0,['CVE-2022-30190']
nomokazu/linking-attack-poc,nan,https://github.com/nomokazu/linking-attack-poc,['attack poc'],1,2022-06-10T03:24:02+0000,86505,1,Python,0,[]
shawnjbragdon-0/utilities,"Basic scripts for Synapse X, Script-Ware & similar exploits.",https://github.com/shawnjbragdon-0/utilities,['exploit'],1,2022-06-10T00:06:58+0000,21,0,Lua,0,[]
abdeljalil-salhi/AbdelSploit,Your new favorite hacking tool.,https://github.com/abdeljalil-salhi/AbdelSploit,['sploit'],1,2022-06-10T02:20:09+0000,39,0,Python,0,[]
archanchoudhury/Confluence-CVE-2022-26134,"This repository talks about Zero-Day Exploitation of Atlassian Confluence, it's defense and analysis point of view from a SecOps or Blue Team perspective",https://github.com/archanchoudhury/Confluence-CVE-2022-26134,"['cve-2 OR cve_2', 'exploit']",2,2022-06-10T03:12:07+0000,34,1,,0,['CVE-2022-26134']
tklieber/XOR_Reverse_Shellcode,XOR_Reverse_Shellcode with client (victime) and server (attacker) in python,https://github.com/tklieber/XOR_Reverse_Shellcode,['shellcode'],1,2022-06-10T06:43:05+0000,12,0,Assembly,0,[]
codingcore1/SILENT-EXCEL-XLS-EXPLOIT-CLEAN-...,None,https://github.com/codingcore1/SILENT-EXCEL-XLS-EXPLOIT-CLEAN-...,['exploit'],1,2022-06-10T00:42:32+0000,1,0,,0,[]
