full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
rapid7/metasploit-framework,Metasploit Framework,https://github.com/rapid7/metasploit-framework,['metasploit module OR payload'],1,2024-02-19T01:22:36+0000,975699,32328,Ruby,13842,[]
maximusalterated/Aquire_-Dimensions_Exploitation_-exploit_,None,https://github.com/maximusalterated/Aquire_-Dimensions_Exploitation_-exploit_,['exploit'],1,2024-02-19T03:53:10+0000,2,0,,0,[]
Nanakwameself/Discord-RAT-2.0,"Discord Remote Administration Tool fully written in c#, stub size of ~75kb, over 40 post exploitations modules - GitHub - moom825/Discord-RAT-2.0: Discord Remote Administration Tool fully written in c#, stub size of ~75kb, over 40 post exploitations module",https://github.com/Nanakwameself/Discord-RAT-2.0,['exploit'],1,2024-02-19T03:23:32+0000,11097,0,C#,0,[]
Shisones/MetabaseRCE_CVE-2023-38646,None,https://github.com/Shisones/MetabaseRCE_CVE-2023-38646,"['cve-2 OR cve_2', 'rce']",2,2024-02-19T03:59:06+0000,17979,0,Rust,0,['CVE-2023-38646']
philrice-rcef/rcef_ws2024,Rice Seed monitoring system wet season 2024,https://github.com/philrice-rcef/rcef_ws2024,['rce'],1,2024-02-19T03:35:11+0000,127417,0,JavaScript,0,[]
OracleNep/nday-Exploit,None,https://github.com/OracleNep/nday-Exploit,['exploit'],1,2024-02-19T02:44:39+0000,21051,19,,4,[]
mantacodex/Escape-From-Tarkov-Eft-Aimbot-esp-Loots-Exploits-Max-Skills-High-Jump,"Developed for Escape From Tarkov and written in C++ and C#. It aims to improve the game experience with features such as Aimbot, ESP, Spoof.",https://github.com/mantacodex/Escape-From-Tarkov-Eft-Aimbot-esp-Loots-Exploits-Max-Skills-High-Jump,['exploit'],1,2024-02-19T04:56:54+0000,276,0,C#,0,[]
mantacodex/Klar-gg-Rainbow-Six-Siege-RS6-Esp-NoRroil-Hwid-Spoofer-Exploit,"External cheat for Rainbow Six Siege offering ESP, aimbot, and various tactical advantages.",https://github.com/mantacodex/Klar-gg-Rainbow-Six-Siege-RS6-Esp-NoRroil-Hwid-Spoofer-Exploit,['exploit'],1,2024-02-19T05:00:33+0000,741,0,C++,1,[]
INotGreen/XiebroC2,Go编写的多人运动渗透测试图形化框架、支持lua插件扩展、自定义多个模块、自定义shellcode、文件管理、进程管理、内存加载、反向代理等功能,https://github.com/INotGreen/XiebroC2,['shellcode'],1,2024-02-19T01:52:49+0000,6768,195,Go,41,[]
Pastiopn/Klar-gg-Rainbow-Six-Siege-RS6-Esp-NoRroil-Hwid-Spoofer-Exploit,"External cheat for Rainbow Six Siege offering ESP, aimbot, and various tactical advantages.",https://github.com/Pastiopn/Klar-gg-Rainbow-Six-Siege-RS6-Esp-NoRroil-Hwid-Spoofer-Exploit,['exploit'],1,2024-02-19T04:56:55+0000,640,0,C++,0,[]
Pastiopn/Escape-From-Tarkov-Eft-Aimbot-esp-Loots-Exploits-Max-Skills-High-Jump,"Developed for Escape From Tarkov and written in C++ and C#. It aims to improve the game experience with features such as Aimbot, ESP, Spoof.",https://github.com/Pastiopn/Escape-From-Tarkov-Eft-Aimbot-esp-Loots-Exploits-Max-Skills-High-Jump,['exploit'],1,2024-02-19T04:55:55+0000,172,0,C#,1,[]
M54S/Jpg-Png-Exploit-Slient-Builder-Exploit-Database-Cve-2023-Malware,"In the hushed galleries of the Silent JPG Exploit, a symphony shrouded in enigma unfurls—an opus named silent-jpg-exploit-2018—a title that reverberates through the annals of intrigue.",https://github.com/M54S/Jpg-Png-Exploit-Slient-Builder-Exploit-Database-Cve-2023-Malware,"['cve-2 OR cve_2', 'exploit']",2,2024-02-19T04:58:52+0000,239,0,C++,0,[]
M54S/Discord-Image-Logger-Slient-Exploit-Builder-Grabber-Stealer,"Ephemeral discourse is embodied by the likes of Messenger Sessions, the digital portraits of Accounts, and the enigmatic Token",https://github.com/M54S/Discord-Image-Logger-Slient-Exploit-Builder-Grabber-Stealer,['exploit'],1,2024-02-19T04:51:20+0000,223,0,C++,0,[]
M54S/Slient-Url-Exploit-Slient-Builder-Exploit-Database-Cve-2023-Malware,"URL Contamination Exploit Muted Java Drive-By downloads can transpire during the act of perusing a website, inaugurating an electronic mail communication.",https://github.com/M54S/Slient-Url-Exploit-Slient-Builder-Exploit-Database-Cve-2023-Malware,"['cve-2 OR cve_2', 'exploit']",2,2024-02-19T04:56:16+0000,1615,0,C#,0,[]
M54S/Slient-PDF-FUD-Exploit-Slient-Builder-Exploit-Database-Cve-2023-Malware,"A meticulous scrutiny of the Exploit PDFs innards exposes a network of malevolence, unveiling both the nefarious hyperlink and the URL that precipitates",https://github.com/M54S/Slient-PDF-FUD-Exploit-Slient-Builder-Exploit-Database-Cve-2023-Malware,"['cve-2 OR cve_2', 'exploit']",2,2024-02-19T04:59:50+0000,206,0,C++,0,[]
M54S/Hta-Exploit-Builder-Slient-Builder-Exploit-Database-Cve-2023-Malware,Microsoft Windows HTA (HTML Application) - Pinnacle of Remote Code Execution,https://github.com/M54S/Hta-Exploit-Builder-Slient-Builder-Exploit-Database-Cve-2023-Malware,"['cve-2 OR cve_2', 'exploit', 'remote code execution']",3,2024-02-19T04:52:20+0000,1735,0,C#,0,[]
PegahJafarian/Data-Mining-Final-Project,Next-Item Recommendation via discriminatively exploiting user behavior,https://github.com/PegahJafarian/Data-Mining-Final-Project,['exploit'],1,2024-02-19T04:40:13+0000,0,0,Python,0,[]
lysophavin18/PTEST-Metasploitable2,"This project is a Testing web-service off metasploitdable2 in vulnerble web-application develop by Repid7,",https://github.com/lysophavin18/PTEST-Metasploitable2,['metasploit module OR payload'],1,2024-02-19T03:18:24+0000,3,0,,0,[]
Jyny/go-race-to-exploit,None,https://github.com/Jyny/go-race-to-exploit,['exploit'],1,2024-02-19T00:34:48+0000,4,0,Go,0,[]
MaskTron/UAC-Bypass-FUD,"UAC bypass, Elevate, Persistence methods",https://github.com/MaskTron/UAC-Bypass-FUD,['exploit'],1,2024-02-19T04:53:47+0000,34,0,C#,0,[]
yunweiwu/exploittest.github.io,None,https://github.com/yunweiwu/exploittest.github.io,['exploit'],1,2024-02-19T00:31:56+0000,3,0,HTML,0,[]
codingcore13/SILENT-PDF-EXPLOIT-CLEAN-bf,None,https://github.com/codingcore13/SILENT-PDF-EXPLOIT-CLEAN-bf,['exploit'],1,2024-02-19T00:44:13+0000,2,1,,0,[]
codingcore13/SILENT-DOC-EXPLOIT-CLEAN-bf,None,https://github.com/codingcore13/SILENT-DOC-EXPLOIT-CLEAN-bf,['exploit'],1,2024-02-19T00:44:57+0000,2,1,,0,[]
codingcore13/SILENT-EXCEL-XLS-EXPLOIT-CLEAN-bf,None,https://github.com/codingcore13/SILENT-EXCEL-XLS-EXPLOIT-CLEAN-bf,['exploit'],1,2024-02-19T00:45:41+0000,2,1,,0,[]
codingcore13/Silent-JPG-Exploit-NEW-bf,None,https://github.com/codingcore13/Silent-JPG-Exploit-NEW-bf,['exploit'],1,2024-02-19T00:46:18+0000,2,1,,0,[]
LoveIsTheAnswer51/exploit-plug-and-play-users,создан,https://github.com/LoveIsTheAnswer51/exploit-plug-and-play-users,['exploit'],1,2024-02-19T01:03:06+0000,1,0,Python,0,[]
MSeymenD/CVE-2024-21413,CVE-2024-21413 Açığını Kullanarak Giriş Bilgilerini Alma,https://github.com/MSeymenD/CVE-2024-21413,['cve-2 OR cve_2'],1,2024-02-19T01:54:11+0000,44,0,PHP,0,['CVE-2024-21413']
passwa11/CVE-2023-47218,CVE-2023-47218: QNAP QTS and QuTS Hero Unauthenticated Command Injection (FIXED),https://github.com/passwa11/CVE-2023-47218,"['command injection', 'cve-2 OR cve_2']",2,2024-02-19T02:20:08+0000,3,0,,0,['CVE-2023-47218']
Wle21/Roblox-Exploit,None,https://github.com/Wle21/Roblox-Exploit,['exploit'],1,2024-02-19T02:23:19+0000,1,0,,0,[]
ThatNotEasy/CVE-2024-23897,Perform with massive Jenkins Reading-2-RCE,https://github.com/ThatNotEasy/CVE-2024-23897,"['cve-2 OR cve_2', 'rce']",2,2024-02-19T03:28:38+0000,13,0,Python,0,['CVE-2024-23897']
tequilasunsh1ne/panalog_libres_syn_delete_rce,None,https://github.com/tequilasunsh1ne/panalog_libres_syn_delete_rce,['rce'],1,2024-02-19T02:36:11+0000,2,0,,0,[]
dj1ch/pico-key,a POC using python and circuitpython to exploit a target machine. ,https://github.com/dj1ch/pico-key,['exploit'],1,2024-02-19T04:39:47+0000,204,2,,0,[]
MemoryMeld/memorymeld.github.io,"blog for reverse engineering, exploit development, and red team concepts",https://github.com/MemoryMeld/memorymeld.github.io,['exploit'],1,2024-02-19T02:50:06+0000,8070,0,Ruby,0,[]
drb-ra/C2IntelFeeds,Automatically created C2 Feeds,https://github.com/drb-ra/C2IntelFeeds,['metasploit module OR payload'],1,2024-02-19T04:32:16+0000,2038159,403,REXX,42,[]
wea-f/ByePassHub,"375+ UNRESTRICTED unblockers, games, cheats, exploits, AI, bypasses, and social media",https://github.com/wea-f/ByePassHub,['exploit'],1,2024-02-19T03:13:30+0000,414,17,,14,[]
neerajlovecyber/neerajlovecyber,"💫 About Me:  🌱 I’m currently learning Web Application Penetration Testing, Binary Exploitation, Reverse Engineering. 💬 Ask me about Ethical Hacking, Network Security, Cryptography.",https://github.com/neerajlovecyber/neerajlovecyber,['exploit'],1,2024-02-19T01:39:51+0000,1390,1,HTML,0,[]
nomi-sec/PoC-in-GitHub,📡 PoC auto collect from GitHub. ⚠️ Be careful Malware.,https://github.com/nomi-sec/PoC-in-GitHub,"['cve poc', 'exploit', 'vulnerability poc']",3,2024-02-19T00:33:21+0000,394601,5784,,1109,[]
dillonwu-97/csec-code,This is a repo for the coding done for CTFs / exploits. The writeups are here: https://github.com/dillonwu-97/csec_writeups,https://github.com/dillonwu-97/csec-code,['exploit'],1,2024-02-19T01:45:33+0000,94841,0,Python,0,[]
Patrowl/PatrowlHearsData,"Open-Source Vulnerability Intelligence Center - Unified source of vulnerability, exploit and threat Intelligence feeds",https://github.com/Patrowl/PatrowlHearsData,['exploit'],1,2024-02-19T04:04:39+0000,1348326,97,,34,[]
ycdxsb/PocOrExp_in_Github,聚合Github上已有的Poc或者Exp，CVE信息来自CVE官网。Auto Collect Poc Or Exp from Github by CVE ID.,https://github.com/ycdxsb/PocOrExp_in_Github,"['cve poc', 'exploit']",2,2024-02-19T04:32:20+0000,450990,793,Python,186,[]
Cobalt-Strike/community_kit,"Cobalt Strike is a post-exploitation framework designed to be extended and customized by the user community. Several excellent tools and scripts have been written and published, but they can be challenging to locate. Community Kit is a central repository o",https://github.com/Cobalt-Strike/community_kit,['exploit'],1,2024-02-19T01:13:14+0000,3249,257,HTML,20,[]
gmatuz/inthewilddb,Hourly updated database of exploit and exploitation reports,https://github.com/gmatuz/inthewilddb,['exploit'],1,2024-02-19T04:06:58+0000,3224,186,Python,15,[]
yaklang/yakit,Cyber Security ALL-IN-ONE Platform,https://github.com/yaklang/yakit,['exploit'],1,2024-02-19T03:31:41+0000,62046,5831,TypeScript,783,[]
yaza-putu/laravel-repository-with-service,"With repository and service you can separate business logic and query logic, slim controller and DRY. Simple generate repository and service with artisan command, automatically bind interface to class implement with IOC container and dependecy injection (S",https://github.com/yaza-putu/laravel-repository-with-service,['command injection'],1,2024-02-19T03:37:55+0000,120,112,PHP,24,[]
trickest/cve,Gather and update all available and newest CVEs with their PoC.,https://github.com/trickest/cve,"['cve poc', 'exploit', 'vulnerability poc']",3,2024-02-19T02:07:16+0000,280705,5859,HTML,739,[]
StevenRCE0/StevenRCE0,Hello meow!,https://github.com/StevenRCE0/StevenRCE0,['rce'],1,2024-02-19T00:11:00+0000,6124,0,,1,[]
GhostTroops/TOP,TOP All bugbounty pentesting CVE-2023- POC Exp  RCE example payload  Things,https://github.com/GhostTroops/TOP,"['cve poc', 'exploit', 'rce', 'rce poc', 'vulnerability poc']",5,2024-02-19T00:49:12+0000,964,603,Shell,121,[]
sari3l/Poc-Monitor,🔍 Github CVE POC 信息监控推送 🚀,https://github.com/sari3l/Poc-Monitor,['cve poc'],1,2024-02-19T04:47:36+0000,165257,159,Go,43,[]
adminlove520/Poc-Monitor_v1.0.1,威胁情报-漏洞存储库,https://github.com/adminlove520/Poc-Monitor_v1.0.1,"['cve poc', 'exploit']",2,2024-02-19T04:48:36+0000,178546,96,Go,14,[]
hoodoer/JS-Tap,JavaScript payload and supporting software to be used as XSS payload or post exploitation implant to monitor users as they use the targeted application.,https://github.com/hoodoer/JS-Tap,['exploit'],1,2024-02-19T03:32:23+0000,8583,169,Python,15,[]
emo-crab/scap-rs,National Vulnerability Database (NVD) implemented by rust,https://github.com/emo-crab/scap-rs,['exploit'],1,2024-02-19T00:26:12+0000,6649,6,Rust,0,[]
jrson83/savescum,"A command-line tool & webinterface, to efficiently save scum on an exploitable PS4/PS5.",https://github.com/jrson83/savescum,['exploit'],1,2024-02-19T04:49:33+0000,1608,2,TypeScript,0,[]
justakazh/CVE_Database,The Common Vulnerabilities Exposures (CVE) Database,https://github.com/justakazh/CVE_Database,"['0day', 'zeroday']",2,2024-02-19T04:20:19+0000,293764,11,,2,[]
BenjiTrapp/cisa-known-vuln-scraper,Scraper for daily renewal of the Known Exploited Vulnerabilities Catalog by CISA,https://github.com/BenjiTrapp/cisa-known-vuln-scraper,['exploit'],1,2024-02-19T00:22:07+0000,811409,3,Jupyter Notebook,1,[]
senzee1984/Windows_x64_Calc_Shellcode,Null-free shellcode for running calc.exe on Windows x64,https://github.com/senzee1984/Windows_x64_Calc_Shellcode,['shellcode'],1,2024-02-19T02:15:56+0000,79,8,Python,2,[]
senzee1984/Windows_x64_Tcp_Reverse_Shell_Shellcode,Null-free shellcode for TCP reverse shell on Windows x64,https://github.com/senzee1984/Windows_x64_Tcp_Reverse_Shell_Shellcode,['shellcode'],1,2024-02-19T02:15:10+0000,150,45,Python,9,[]
senzee1984/micr0_shell,micr0shell is a Python script that dynamically generates Windows X64 PIC Null-Free reverse shell shellcode.,https://github.com/senzee1984/micr0_shell,['shellcode'],1,2024-02-19T02:15:36+0000,616,117,Python,17,[]
richard-hartnell/delt-housing,"a fairer housing model that would reward, not exploit, tenants for paying off rental housing equity",https://github.com/richard-hartnell/delt-housing,['exploit'],1,2024-02-19T04:44:51+0000,2963,0,CSS,0,[]
Sivnerof/Hacking-The-Art-Of-Exploitation,"My personal notes and programs for the book ""Hacking: The Art Of Exploitation."" (https://nostarch.com/hacking2.htm)  ",https://github.com/Sivnerof/Hacking-The-Art-Of-Exploitation,['exploit'],1,2024-02-19T02:41:39+0000,426,1,C,0,[]
cultureelerfgoed/rce-thesauri-backup,Automatic thesauri backups from RCE PoolParty,https://github.com/cultureelerfgoed/rce-thesauri-backup,['rce'],1,2024-02-19T04:07:33+0000,131770,0,Python,0,[]
Guiyver/Exploit,None,https://github.com/Guiyver/Exploit,['exploit'],1,2024-02-19T04:56:11+0000,504,0,,0,[]
vulsio/vuls-data-raw-exploit-github,None,https://github.com/vulsio/vuls-data-raw-exploit-github,['exploit'],1,2024-02-19T00:12:06+0000,11103,0,,0,[]
vulsio/vuls-data-raw-exploit-inthewild,None,https://github.com/vulsio/vuls-data-raw-exploit-inthewild,['exploit'],1,2024-02-19T00:12:18+0000,27486,2,,1,[]
