full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
ronin-rb/ronin,"Ronin is a Free and Open Source Ruby Toolkit for Security Research and Development. Ronin also allows for the rapid development and distribution of code, exploits, payloads, etc, via 3rd party git repositories.",https://github.com/ronin-rb/ronin,['exploit'],1,2024-04-09T02:49:23+0000,8771,624,Ruby,50,[]
IT21259166/Scan-Web-Vulns,"A comprehensive vulnerability scanner that scans for SQL Injection, XSS and Command Injection vulnerabilities with Sublist3r integration for sub domain enumeration and Nmap capabilities for reconnaissance and scanning.",https://github.com/IT21259166/Scan-Web-Vulns,['command injection'],1,2024-04-11T15:38:05+0000,4,0,Python,0,[]
ABDO10DZ/10scanner,10scanner is webapps vulenrability scanner (generic info / CMS old vulnerabilities / CMS 0days vulnerabilities with AI algorithms help to discover new flaws in CMS plugins  ) - currently deving on wordpress,https://github.com/ABDO10DZ/10scanner,['exploit'],1,2024-04-13T17:13:29+0000,462,0,Python,0,[]
gestapo7/exploits,None,https://github.com/gestapo7/exploits,['exploit'],1,2024-04-12T06:25:30+0000,5,0,,0,[]
ethicalhacker7192/Cattack,A educational LFI exploit tool that only works on very old apache2 versions.,https://github.com/ethicalhacker7192/Cattack,['exploit'],1,2024-04-16T18:53:28+0000,68,0,Python,0,[]
0xWhoami35/Perl-Alfa-Rce,None,https://github.com/0xWhoami35/Perl-Alfa-Rce,['rce'],1,2024-04-12T06:39:00+0000,17,0,Python,0,[]
Jevaa-kharthik/photogram,This repo is a website that is exploitable. If you are really interested in exploiting and finding vulnerabilities use this website.,https://github.com/Jevaa-kharthik/photogram,['exploit'],1,2024-04-12T05:32:09+0000,269,0,Hack,0,[]
YongYe-Security/CVE-2024-28255,OpenMetadata_RCE (CVE-2024-28255)  Batch scan/exploit,https://github.com/YongYe-Security/CVE-2024-28255,"['cve-2 OR cve_2', 'exploit', 'rce']",3,2024-04-12T04:41:18+0000,34,0,Python,0,['CVE-2024-28255']
watchtowrlabs/ibm-qradar-ajp_smuggling_CVE-2022-26377_poc,None,https://github.com/watchtowrlabs/ibm-qradar-ajp_smuggling_CVE-2022-26377_poc,"['cve poc', 'cve-2 OR cve_2']",2,2024-04-12T04:05:19+0000,4,0,Python,0,['CVE-2022-26377']
codingcore14/JPG-Exploit-NEW-Silent-s,None,https://github.com/codingcore14/JPG-Exploit-NEW-Silent-s,['exploit'],1,2024-04-12T03:03:14+0000,2,1,,0,[]
codingcore14/SILENT-EXCEL-XLS-EXPLOIT-CLEAN-s,None,https://github.com/codingcore14/SILENT-EXCEL-XLS-EXPLOIT-CLEAN-s,['exploit'],1,2024-04-12T03:02:30+0000,2,1,,0,[]
codingcore14/SILENT-DOC-EXPLOIT-CLEAN-s,None,https://github.com/codingcore14/SILENT-DOC-EXPLOIT-CLEAN-s,['exploit'],1,2024-04-12T03:01:52+0000,2,1,,0,[]
codingcore14/SILENT-PDF-EXPLOIT-CLEAN-s,None,https://github.com/codingcore14/SILENT-PDF-EXPLOIT-CLEAN-s,['exploit'],1,2024-04-12T03:01:17+0000,2,1,,0,[]
f4tb3e/DiuWordpress,A Tool Exploits Wordpress.,https://github.com/f4tb3e/DiuWordpress,['exploit'],1,2024-04-12T02:21:09+0000,30,0,Python,0,[]
oliverpensa/VENOM-RAT-HVNC-V5.6-,"Venoms Rat no easier way to spread your exploit in any environment, and take advantage of remote file management & registry / command access.",https://github.com/oliverpensa/VENOM-RAT-HVNC-V5.6-,['exploit'],1,2024-04-12T02:01:54+0000,2,1,,0,[]
johnjezonajias/johnjezonajias,Exploiting README's to make you're GitHub profile standout. ,https://github.com/johnjezonajias/johnjezonajias,['exploit'],1,2024-04-12T05:46:15+0000,612,0,,0,[]
joaoFinder/Silent-PDF-Exploit-2024-FUD,None,https://github.com/joaoFinder/Silent-PDF-Exploit-2024-FUD,['exploit'],1,2024-04-12T00:26:52+0000,1,0,,0,[]
razooxp/Craxsrat-v7-4-full-source-file,craxsrat v7.4 offical ,https://github.com/razooxp/Craxsrat-v7-4-full-source-file,['exploit'],1,2024-04-19T00:51:16+0000,2223,3,HTML,0,[]
Pakins-Jou/SEAIT,"Social Engineering Awareness and Insight Tool (SEAIT) is a web-based platform designed to provide users’ awareness insight of SE tactics using real-world scenario closed-ended questionnaires. SEAIT provides insight on attack tactics, cognitive biases and p",https://github.com/Pakins-Jou/SEAIT,['exploit'],1,2024-04-11T23:10:08+0000,40,0,JavaScript,0,[]
DrJLGray/RCEL505,None,https://github.com/DrJLGray/RCEL505,['rce'],1,2024-04-11T21:39:54+0000,1,0,,0,[]
TheREBLEX/DownloadsLinksExploit,None,https://github.com/TheREBLEX/DownloadsLinksExploit,['exploit'],1,2024-04-11T19:54:13+0000,1,0,,0,[]
