full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
ronin-rb/ronin,"Ronin is a Free and Open Source Ruby Toolkit for Security Research and Development. Ronin also allows for the rapid development and distribution of code, exploits, payloads, etc, via 3rd party git repositories.",https://github.com/ronin-rb/ronin,['exploit'],1,2024-05-05T07:46:15+0000,8771,629,Ruby,50,[]
codingcore14/SILENT-EXCEL-XLS-EXPLOIT-CLEAN-zz,None,https://github.com/codingcore14/SILENT-EXCEL-XLS-EXPLOIT-CLEAN-zz,['exploit'],1,2024-05-08T23:49:22+0000,2,1,,0,[]
CtLwJLum/Roblox-Jailbreak-Script-Hack-Cheat-Executor-Exploit-Injector-GUI-undetected-AI-Panel,"jailbreak script,roblox jailbreak script,jailbreak hack,script jailbreak,jailbreak scripts,jailbreak script roblox,jailbreak script auto rob,jailbreak script working pc,jailbreak script working,jailbreak hacks,jailbreak script pastebin,jailbreak script new",https://github.com/CtLwJLum/Roblox-Jailbreak-Script-Hack-Cheat-Executor-Exploit-Injector-GUI-undetected-AI-Panel,['exploit'],1,2024-05-08T20:20:16+0000,2,0,,0,[]
CtLwJLum/Roblox-AUT-A-Universal-Time-Script-Hack-Cheat-Executor-Exploit-Injector-GUI-undetected-AI-Panel,"roblox a universal time script,a universal time script,a universal time script pastebin,a universal time hack,a universal time hack script pastebin,a universal time hack script,a universal time script roblox,a universal time script 2024,a universal time sc",https://github.com/CtLwJLum/Roblox-AUT-A-Universal-Time-Script-Hack-Cheat-Executor-Exploit-Injector-GUI-undetected-AI-Panel,['exploit'],1,2024-05-08T20:16:59+0000,2,0,,0,[]
CtLwJLum/Roblox-YBA-Your-Bizarre-Adventure-Script-Hack-Cheat-Executor-Exploit-Injector-GUI-undetected-AI,None,https://github.com/CtLwJLum/Roblox-YBA-Your-Bizarre-Adventure-Script-Hack-Cheat-Executor-Exploit-Injector-GUI-undetected-AI,['exploit'],1,2024-05-08T20:14:09+0000,2,0,,0,[]
CtLwJLum/Roblox-Pet-Sim-X-Pet-Simulator-X-Script-Hack-Cheat-Executor-Exploit-Injector-GUI-undetected-AI-Panel,Script for Pet Sim X,https://github.com/CtLwJLum/Roblox-Pet-Sim-X-Pet-Simulator-X-Script-Hack-Cheat-Executor-Exploit-Injector-GUI-undetected-AI-Panel,['exploit'],1,2024-05-08T20:11:08+0000,2,0,,0,[]
CtLwJLum/Roblox-GPO-Grand-Piece-Online-Script-Hack-Cheat-Executor-Exploit-Injector-GUI-undetected-AI-Panel,"grand piece online script,roblox grand piece online script,grand piece online script pastebin,grand piece script,script grand piece online,grand piece online script hack,grand piece online auto farm script,grand piece online script pastebin 2024,grand piec",https://github.com/CtLwJLum/Roblox-GPO-Grand-Piece-Online-Script-Hack-Cheat-Executor-Exploit-Injector-GUI-undetected-AI-Panel,['exploit'],1,2024-05-08T20:06:47+0000,2,0,,0,[]
Ghurtchu/braindrill,distributed remote code execution engine (in dev),https://github.com/Ghurtchu/braindrill,['remote code execution'],1,2024-05-16T12:15:24+0000,521,0,Scala,0,[]
CtLwJLum/roblox-Fruit-Battlegrounds-Script-Hack-Cheat-Executor-Exploit-Injector-GUI-undetected-AI-Panel,"fruit battleground script,fruit battleground script mobile,fruit battle ground script fluxus,fruit battle ground script mobile fluxus,fruit battle ground script auto farm,fruit battle ground script hack,fruit battleground script 2024,fruit battleground scr",https://github.com/CtLwJLum/roblox-Fruit-Battlegrounds-Script-Hack-Cheat-Executor-Exploit-Injector-GUI-undetected-AI-Panel,['exploit'],1,2024-05-08T20:02:46+0000,2,0,,0,[]
ramoonmedeiro/ayumi,A simple framework that helps bug hunters in some steps of recon or exploitation,https://github.com/ramoonmedeiro/ayumi,['exploit'],1,2024-05-08T20:31:31+0000,2,0,Python,0,[]
