full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
ZeroDayDispatch/ZeroDayDispatch,Config files for my GitHub profile.,https://github.com/ZeroDayDispatch/ZeroDayDispatch,['zeroday'],1,2025-02-02T23:49:37+0000,1,0,,0,[]
ronin-rb/ronin,"Ronin is a Free and Open Source Ruby Toolkit for Security Research and Development. Ronin also allows for the rapid development and distribution of code, exploits, payloads, etc, via 3rd-party git repositories.",https://github.com/ronin-rb/ronin,['exploit'],1,2025-02-02T21:52:10+0000,9025,704,Ruby,53,[]
ronin-rb/ronin-code-asm,A Ruby DSL for crafting assmebly programs and shellcode.,https://github.com/ronin-rb/ronin-code-asm,['shellcode'],1,2025-02-02T22:09:38+0000,547,49,Ruby,11,[]
ronin-rb/ronin-exploits,A Ruby micro-framework for writing and running exploits,https://github.com/ronin-rb/ronin-exploits,['exploit'],1,2025-02-02T22:31:58+0000,4245,73,Ruby,21,[]
zeroscience/advisory,"Vulnerabilities, security advisories, exploit codes and proof-of-concept codes.",https://github.com/zeroscience/advisory,['exploit'],1,2025-02-02T01:40:33+0000,4690,8,Python,7,[]
unsync-d/Munch-ACLs,PowerShell cmdlet for finding interesting ACLs that grant exploitable privileges to compromised users,https://github.com/unsync-d/Munch-ACLs,['exploit'],1,2025-02-02T17:56:26+0000,0,0,PowerShell,0,[]
rehan6658/CVE-2023-40028,None,https://github.com/rehan6658/CVE-2023-40028,['cve-2 OR cve_2'],1,2025-02-02T15:55:33+0000,6,1,Python,0,['CVE-2023-40028']
Ebejay95/binary_exploitation,None,https://github.com/Ebejay95/binary_exploitation,['exploit'],1,2025-02-02T16:44:51+0000,13454,0,C,0,[]
Nxploited/CVE-2024-6366-PoC,User Profile Builder <= 3.11.7 - Unauthenticated Media Upload,https://github.com/Nxploited/CVE-2024-6366-PoC,"['cve poc', 'cve-2 OR cve_2']",2,2025-02-02T15:43:07+0000,30,0,Python,0,['CVE-2024-6366']
ScriptBrv/ZeroDayKeyBRA,None,https://github.com/ScriptBrv/ZeroDayKeyBRA,['zeroday'],1,2025-02-02T15:29:35+0000,24,0,,0,[]
ScriptBrv/ZeroDayHubBRA,None,https://github.com/ScriptBrv/ZeroDayHubBRA,['zeroday'],1,2025-02-02T15:24:37+0000,116,0,,0,[]
