match,match_weight,repo_url,repo_full_name,repo_id
GHSA-5X79-W82F-GW8W,0.50000000,https://github.com/Live-Hack-CVE/CVE-2022-23517,Live-Hack-CVE/CVE-2022-23517,581308766
GHSA-5X79-W82F-GW8W,0.00000378,https://github.com/Live-Hack-CVE/full_database,Live-Hack-CVE/full_database,603381678
GHSA-5X79-W82F-GW8W,0.00000306,https://github.com/g33kb00m/CVE2Chinese,g33kb00m/CVE2Chinese,582653564
