full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
pwndbg/pwndbg,Exploit Development and Reverse Engineering with GDB Made Easy,https://github.com/pwndbg/pwndbg,['exploit'],1,2024-09-01T00:15:05+0000,16633,7176,Python,866,[]
GoVanguard/pyExploitDb,"An optimized Python3 library to fetch the most recent exploit-database, create searchable indexes for CVE->EDBID and EDBID -> CVE, and provide methods to perform searches.",https://github.com/GoVanguard/pyExploitDb,['exploit'],1,2024-09-01T00:05:47+0000,9982,24,Python,6,[]
drb-ra/C2IntelFeeds,Automatically created C2 Feeds,https://github.com/drb-ra/C2IntelFeeds,['metasploit module OR payload'],1,2024-09-01T04:32:19+0000,1864705,496,REXX,46,[]
nomi-sec/PoC-in-GitHub,📡 PoC auto collect from GitHub. ⚠️ Be careful Malware.,https://github.com/nomi-sec/PoC-in-GitHub,"['cve poc', 'exploit', 'vulnerability poc']",3,2024-09-01T00:36:00+0000,543072,6359,,1163,[]
Patrowl/PatrowlHearsData,"Open-Source Vulnerability Intelligence Center - Unified source of vulnerability, exploit and threat Intelligence feeds",https://github.com/Patrowl/PatrowlHearsData,['exploit'],1,2024-09-01T05:00:24+0000,1904410,120,,34,[]
ycdxsb/PocOrExp_in_Github,Auto Collect Poc Or Exp from Github by CVE ID. ,https://github.com/ycdxsb/PocOrExp_in_Github,"['cve poc', 'exploit']",2,2024-09-01T04:51:26+0000,517446,900,Python,196,[]
N3rdyN3xus/distccd_rce_CVE-2004-2687,None,https://github.com/N3rdyN3xus/distccd_rce_CVE-2004-2687,['rce'],1,2024-09-01T05:48:59+0000,10,0,Python,0,['CVE-2004-2687']
Cobalt-Strike/community_kit,"Cobalt Strike is a post-exploitation framework designed to be extended and customized by the user community. Several excellent tools and scripts have been written and published, but they can be challenging to locate. Community Kit is a central repository o",https://github.com/Cobalt-Strike/community_kit,['exploit'],1,2024-09-01T01:49:03+0000,2750,307,HTML,20,[]
scmanjarrez/CVEScannerV2DB,NVD semiupdated database to be used with CVEScannerV2,https://github.com/scmanjarrez/CVEScannerV2DB,['cve-2 OR cve_2'],1,2024-09-01T03:08:01+0000,320,9,Python,7,[]
gmatuz/inthewilddb,Hourly updated database of exploit and exploitation reports,https://github.com/gmatuz/inthewilddb,['exploit'],1,2024-09-01T05:07:17+0000,3673,231,Python,18,[]
ZeroDaySamurai/ZeroDaySamurai,My personal repository.,https://github.com/ZeroDaySamurai/ZeroDaySamurai,['zeroday'],1,2024-09-01T00:57:26+0000,49,0,,0,[]
StevenRCE0/StevenRCE0,Hello meow!,https://github.com/StevenRCE0/StevenRCE0,['rce'],1,2024-09-01T00:15:26+0000,10323,0,,1,[]
GhostTroops/TOP,TOP All bugbounty pentesting CVE-2023- POC Exp  RCE example payload  Things,https://github.com/GhostTroops/TOP,"['cve poc', 'exploit', 'rce', 'rce poc', 'vulnerability poc']",5,2024-09-01T01:09:39+0000,1111,647,Shell,117,[]
sari3l/Poc-Monitor,🔍 Github CVE POC 信息监控推送 🚀,https://github.com/sari3l/Poc-Monitor,['cve poc'],1,2024-09-01T05:10:55+0000,218260,255,Go,57,[]
adminlove520/Poc-Monitor_v1.0.1,威胁情报-漏洞存储库,https://github.com/adminlove520/Poc-Monitor_v1.0.1,"['cve poc', 'exploit']",2,2024-09-01T05:12:53+0000,237321,138,Go,18,[]
BenjiTrapp/cisa-known-vuln-scraper,Scraper for daily renewal of the Known Exploited Vulnerabilities Catalog by CISA,https://github.com/BenjiTrapp/cisa-known-vuln-scraper,['exploit'],1,2024-09-01T00:31:57+0000,1677522,5,Jupyter Notebook,1,[]
kirakundev/exploitHub,The exploit source code ,https://github.com/kirakundev/exploitHub,['exploit'],1,2024-09-01T00:11:01+0000,12672,2,PHP,0,[]
Mehdi0x90/Web_Hacking,Bug Bounty Tricks and useful payloads and bypasses for Web Application Security.,https://github.com/Mehdi0x90/Web_Hacking,['exploit'],1,2024-09-01T03:40:40+0000,599,216,,39,[]
Riotscripter/RiotExploits,None,https://github.com/Riotscripter/RiotExploits,['exploit'],1,2024-09-01T04:57:37+0000,48336,0,Lua,0,[]
cultureelerfgoed/rce-thesauri-backup,Automatic thesauri backups from RCE PoolParty,https://github.com/cultureelerfgoed/rce-thesauri-backup,['rce'],1,2024-09-01T05:08:32+0000,425953,0,Python,0,[]
vulsio/vuls-data-raw-exploit-github,None,https://github.com/vulsio/vuls-data-raw-exploit-github,['exploit'],1,2024-09-01T00:17:29+0000,25674,0,,1,[]
vulsio/vuls-data-raw-exploit-trickest,None,https://github.com/vulsio/vuls-data-raw-exploit-trickest,['exploit'],1,2024-09-01T00:17:43+0000,76783,0,,0,[]
Xewdy444/Netgrave,A tool for retrieving login credentials from Netwave IP cameras using a memory dump vulnerability (CVE-2018-17240),https://github.com/Xewdy444/Netgrave,['exploit'],1,2024-09-01T04:22:40+0000,122,3,Python,1,['CVE-2018-17240']
TegveerG/DeFi-Scams-RAG,A RAG pipeline and LLM extension of my publication (DEFIYIELD: Exploitation of Open Blockchain Platforms) https://aisel.aisnet.org/amcis2023/sig_sec/sig_sec/10/,https://github.com/TegveerG/DeFi-Scams-RAG,['exploit'],1,2024-09-01T00:47:08+0000,4440,0,Python,0,[]
Joe12387/safari-canvas-fingerprinting-exploit,An exploit for Safari 17.4 and lower that enables fingerprinting Safari users using OffscreenCanvas and SharedWorkers even if fingerprinting protections are enabled.,https://github.com/Joe12387/safari-canvas-fingerprinting-exploit,['exploit'],1,2024-09-01T02:37:07+0000,470,8,HTML,0,[]
wechicken456/Linux-kernel,A collection of my notes and resources while learning kernel exploitation.,https://github.com/wechicken456/Linux-kernel,['exploit'],1,2024-09-01T02:15:49+0000,50,0,C,0,[]
0xMarcio/cve,Latest CVEs with their Proof of Concept exploits.,https://github.com/0xMarcio/cve,['exploit'],1,2024-09-01T04:36:25+0000,149229,5,Python,1,[]
thanhcong0111/web_security,Exploit vulnerability labs at portswigger.net,https://github.com/thanhcong0111/web_security,['exploit'],1,2024-09-01T05:17:04+0000,12045,2,,0,[]
ralvares/ssvc.me,Exploit & Vulnerability Intelligence Repository,https://github.com/ralvares/ssvc.me,['exploit'],1,2024-09-01T00:09:46+0000,35277,13,,2,[]
AndrirezdaSilvas/UAC-Bypass-FUD,"UAC bypass, Elevate, Persistence methods",https://github.com/AndrirezdaSilvas/UAC-Bypass-FUD,"['exploit', 'uac bypass']",2,2024-09-01T05:48:24+0000,914,6,C#,0,[]
cvnbetwr3/PROOFCORE-Dayz-Cheat-Hack-Aimbot-Esp-Exploit-Magic-Bullet-Spoofer-Misc,"A project that offers cheats developed with C++ for DayZ. It aims to improve the game experience with features such as Aimbot, ESP, Spoof.",https://github.com/cvnbetwr3/PROOFCORE-Dayz-Cheat-Hack-Aimbot-Esp-Exploit-Magic-Bullet-Spoofer-Misc,['exploit'],1,2024-09-01T04:57:39+0000,518,0,C++,0,[]
00Romans00/WinRAR-Exploit-Builder,The WinRAR Exploit Builder is a C# project designed to create an exploit targeting a vulnerability in WinRAR.,https://github.com/00Romans00/WinRAR-Exploit-Builder,"['0day', 'exploit']",2,2024-09-01T05:07:41+0000,506,1,C#,0,[]
IChres/FiveM-External-Cheat,"FiveM External cheat, offers various features like aimbot, triggerbot, exploits, and customizable settings, enhancing the gameplay experience. It is completely undetectable.",https://github.com/IChres/FiveM-External-Cheat,['exploit'],1,2024-09-01T04:54:33+0000,4696,0,C++,0,[]
IChres/FiveM-External-Cheat-KeyAuth-System,"FiveM External cheat, offers various features like aimbot, triggerbot, exploits, and customizable settings, enhancing the gameplay experience. It includes a KeyAuth system for additional security and user management. The cheat is designed to be undetectabl",https://github.com/IChres/FiveM-External-Cheat-KeyAuth-System,['exploit'],1,2024-09-01T05:12:52+0000,10042,0,C,0,[]
jasonxtn/Lucille,Information Gatherer & Webapps Exploiter,https://github.com/jasonxtn/Lucille,['exploit'],1,2024-09-01T00:58:37+0000,2138,4,Python,0,[]
Mauzy0x00/dbutil_2_3-Exploit,None,https://github.com/Mauzy0x00/dbutil_2_3-Exploit,['exploit'],1,2024-09-01T03:19:07+0000,21,0,Rust,0,[]
DanielsSwoski/FiveM-External-Cheat,"FiveM External Cheat is an external hack tool for FiveM that includes aimbot, ESP, Teleport, Exploit, and other features all managed through the ImGui interface.",https://github.com/DanielsSwoski/FiveM-External-Cheat,['exploit'],1,2024-09-01T04:48:32+0000,22690,1,C,0,[]
ps-jb/ps-jb.github.io,Smiley's PS4 Exploit,https://github.com/ps-jb/ps-jb.github.io,['exploit'],1,2024-09-01T04:45:26+0000,2876,0,JavaScript,0,[]
GodAsTro/Fallout-Cheat,"This repository contains cheat codes, tips, and tricks for the popular post-apocalyptic video game series, Fallout. Explore ways to enhance your gameplay experience and uncover hidden features to master the wasteland.",https://github.com/GodAsTro/Fallout-Cheat,['exploit'],1,2024-09-01T05:13:16+0000,3868,19,Squirrel,0,[]
Safarchand/CVE-2024-25641,PoC for CVE-2024-25641 Authenticated RCE on Cacti v1.2.26,https://github.com/Safarchand/CVE-2024-25641,"['cve poc', 'cve-2 OR cve_2', 'exploit', 'rce', 'rce poc']",5,2024-09-01T04:05:33+0000,16,1,Python,0,['CVE-2024-25641']
softwareploit/SoftwarePloitProject,"contains information from token developers, software developers, exploit projects and so on",https://github.com/softwareploit/SoftwarePloitProject,['exploit'],1,2024-09-01T05:04:11+0000,5199,0,JavaScript,0,[]
ro0ti/Roblox-Exploits,None,https://github.com/ro0ti/Roblox-Exploits,['exploit'],1,2024-09-01T01:58:59+0000,15,1,Lua,0,[]
Luka5686435/Roblox-Trigon,"Trigon Executor. Discover unparalleled gaming with the Best Keyless Roblox Executor for Windows. Engineered for ultimate convenience, this cutting-edge Windows Roblox Script Executor offers a smooth, keyless interface. ",https://github.com/Luka5686435/Roblox-Trigon,['exploit'],1,2024-09-01T05:13:45+0000,24,19,JavaScript,0,[]
