full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
offensive-security/exploitdb-bin-sploits,Exploit Database binary exploits located in the /sploits directory,https://github.com/offensive-security/exploitdb-bin-sploits,"['exploit', 'sploit']",2,2022-03-27T00:08:45+0000,1534796,1599,Python,535,[]
raesene/CVE-2022-23648-POC,POC for CVE-2022-23648,https://github.com/raesene/CVE-2022-23648-POC,"['cve poc', 'cve-2 OR cve_2']",2,2022-03-27T08:35:43+0000,12,9,Dockerfile,6,['CVE-2022-23648']
rootjkqsta/Blogs-Bug-Bounty-Hunting-Web-Penetration-Testing,"Bug Bounty Hunting, Web App Penetration Testing, 0day Hunting",https://github.com/rootjkqsta/Blogs-Bug-Bounty-Hunting-Web-Penetration-Testing,['0day'],1,2022-03-27T00:45:53+0000,121,2,,0,[]
wenlianggg/pwnkit-exploit,None,https://github.com/wenlianggg/pwnkit-exploit,['exploit'],1,2022-03-27T07:19:41+0000,9,0,Python,0,[]
FLUORESCENTXX/Valance,A roblox level 6 executor! Designed by me,https://github.com/FLUORESCENTXX/Valance,['exploit'],1,2022-03-27T02:19:35+0000,173,0,,0,[]
ex0dus-0x/sneak,A container/VM malware that finds and exploits SSRF opportunities in a compromised cloud environment,https://github.com/ex0dus-0x/sneak,['exploit'],1,2022-03-27T03:20:14+0000,28,3,Go,1,[]
weewoo22/memflow-shellcode,Shellcode execution for memflow,https://github.com/weewoo22/memflow-shellcode,['shellcode'],1,2022-03-27T00:48:45+0000,50,7,Zig,1,[]
polygraphene/DirtyPipe-Android,Dirty Pipe root exploit for Android (Pixel 6),https://github.com/polygraphene/DirtyPipe-Android,['exploit'],1,2022-03-27T06:23:58+0000,1912,262,C,52,[]
TKLinux966/CVE-2020-8163,This is a exploit code for CVE-202-8163,https://github.com/TKLinux966/CVE-2020-8163,"['cve-2 OR cve_2', 'exploit']",2,2022-03-27T04:13:53+0000,3,0,Python,0,['CVE-2020-8163']
no0g/ROPEmporium,Collection of exploit as my solution for challenges in ropemporium.com,https://github.com/no0g/ROPEmporium,['exploit'],1,2022-03-27T04:38:25+0000,11,0,Python,0,[]
