match,match_weight,repo_url,repo_full_name,repo_id
GHSA-G4GQ-J4P2-J8FR,0.33333333,https://github.com/Live-Hack-CVE/CVE-2021-32811,Live-Hack-CVE/CVE-2021-32811,582826396
GHSA-G4GQ-J4P2-J8FR,0.00002046,https://github.com/jsteinberg4/cve-retrieval,jsteinberg4/cve-retrieval,577043003
