full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
rapid7/metasploit-framework,Metasploit Framework,https://github.com/rapid7/metasploit-framework,['metasploit module OR payload'],1,2022-02-14T11:38:04+0000,686912,26357,Ruby,11960,[]
ConsumingChef/Consumer-hub,Exploit on roblox,https://github.com/ConsumingChef/Consumer-hub,['exploit'],1,2022-02-14T01:10:50+0000,264,0,,0,[]
CinisArboris/shellcoder,practice : the shellcoder handbook,https://github.com/CinisArboris/shellcoder,['shellcode'],1,2022-02-14T03:53:47+0000,0,0,C,0,[]
jbaines-r7/blankspace,Proof of Concept for EFSRPC Arbitrary File Upload  (CVE-2021-43893),https://github.com/jbaines-r7/blankspace,"['cve poc', 'exploit']",2,2022-02-14T14:26:26+0000,31,0,C,0,['CVE-2021-43893']
johanpalos/API-Qualite-EAU-77,Exploitation cartographique API de la Qualité des eaux de Seine-et-Marne,https://github.com/johanpalos/API-Qualite-EAU-77,['exploit'],1,2022-02-14T08:34:03+0000,775,1,HTML,0,[]
glyptho/myreconmethods,This includes the methods of recon and exploit for Bug Bounty.,https://github.com/glyptho/myreconmethods,['exploit'],1,2022-02-14T06:45:48+0000,27,0,,0,[]
bribes/wordle-hacks,"Many hacks, exploits and cheats for the popular game Wordle.",https://github.com/bribes/wordle-hacks,['exploit'],1,2022-02-14T01:52:18+0000,82,1,,0,[]
RoXploit/Ro-XploitMM2GUI,"Ro-Exploit MM2 Gui, Murder Mystery 2 GUI by Ro-Xploit team",https://github.com/RoXploit/Ro-XploitMM2GUI,['exploit'],1,2022-02-14T09:16:45+0000,19,0,Lua,0,[]
trickest/cve,Gather and update all available and newest CVEs with their POC.,https://github.com/trickest/cve,"['cve poc', 'exploit', 'vulnerability poc']",3,2022-02-14T00:46:02+0000,24532,138,,22,[]
joey-s1/github_cve,Search exploit/cve/POC stuff from github,https://github.com/joey-s1/github_cve,"['cve poc', 'exploit']",2,2022-02-14T10:03:03+0000,8,0,Python,0,[]
Stef-Boogers/SagaScape,"Model of subsitence and resource exploitation in the territory of Sagalassos, Turkey during the Late Iron Age - Early Hellenistic period",https://github.com/Stef-Boogers/SagaScape,['exploit'],1,2022-02-14T09:13:42+0000,21684,0,NetLogo,0,[]
lal0ne/CVE,收集、整理、修改互联网上公开的漏洞POC,https://github.com/lal0ne/CVE,['cve poc'],1,2022-02-14T10:00:29+0000,63,0,C,0,[]
jangodev/CrownJS,A collection of browser exploits in the form of a bookmarklet,https://github.com/jangodev/CrownJS,['exploit'],1,2022-02-14T01:37:10+0000,129,5,JavaScript,5,[]
flazarte/cyberex,Cyber eX’s main feature is Capture the King (CTK). The system provides complete and customized cybersecurity learning and has a unique feature gaming platform that have different cyber scenarios from beginners to experts. CTK has different categories namel,https://github.com/flazarte/cyberex,['exploit'],1,2022-02-14T08:23:31+0000,50118,0,Python,0,[]
nu11secur1ty/CVE-2021-44228-VULN-APP,None,https://github.com/nu11secur1ty/CVE-2021-44228-VULN-APP,['cve-2 OR cve_2'],1,2022-02-14T15:05:42+0000,39507,0,Java,0,['CVE-2021-44228']
robertdebock/ansible-role-cve_2021_44228,Check and report for cve_2021_44228 (log4shell) on your system.,https://github.com/robertdebock/ansible-role-cve_2021_44228,['cve-2 OR cve_2'],1,2022-02-14T08:21:13+0000,48,8,,0,['CVE-2021-44228']
razz0r/CVE-2021-44228-Mass-RCE,CVE-2021-44228 Log4J multithreaded Mass Exploitation tool compatible with URL/IP lists.,https://github.com/razz0r/CVE-2021-44228-Mass-RCE,"['cve poc', 'cve-2 OR cve_2', 'exploit', 'rce', 'rce poc']",5,2022-02-14T01:08:57+0000,112,8,,3,['CVE-2021-44228']
b-abderrahmane/CVE-2021-44228-playground,None,https://github.com/b-abderrahmane/CVE-2021-44228-playground,['cve-2 OR cve_2'],1,2022-02-14T14:15:34+0000,38875,3,Java,2,['CVE-2021-44228']
logpresso/CVE-2021-44228-Scanner,Vulnerability scanner and mitigation patch for Log4j2 CVE-2021-44228,https://github.com/logpresso/CVE-2021-44228-Scanner,['cve-2 OR cve_2'],1,2022-02-14T02:53:14+0000,5297,764,Java,156,['CVE-2021-44228']
cl4ym0re/log4jRCE,Apache log4j 远程代码执行,https://github.com/cl4ym0re/log4jRCE,['rce'],1,2022-02-14T09:50:55+0000,3,1,,0,[]
cckuailong/reapoc,OpenSource Poc && Vulnerable-Target Storage Box.,https://github.com/cckuailong/reapoc,['vulnerability poc'],1,2022-02-14T00:57:26+0000,302646,284,PHP,105,[]
manuelpalomeque/Complete-Beginner-Learning-Path---TryHackMe-,"Challenges y CTF del curso Complete Beginner de TryHackMe. Tecnologias: Nmap, Burp Suite, Metasploit, John The Ripper, WireShark, GoBuster.",https://github.com/manuelpalomeque/Complete-Beginner-Learning-Path---TryHackMe-,['metasploit module OR payload'],1,2022-02-14T00:22:27+0000,65,0,Python,0,[]
jbaines-r7/staystaystay,Proof of Concept for CVE-2021-1585: Cisco ASA Device Manager RCE,https://github.com/jbaines-r7/staystaystay,"['cve poc', 'exploit', 'rce', 'rce poc']",4,2022-02-14T14:32:48+0000,28,3,C++,0,['CVE-2021-1585']
MasterHM-ml/dip-with-yolov5,A research project to exploit the effect of DIP techniques over yolo predictions and accuracy. Target of research was to improve reliability of Yolo models in specialized environments and use cases.,https://github.com/MasterHM-ml/dip-with-yolov5,['exploit'],1,2022-02-14T14:08:56+0000,1,0,Jupyter Notebook,0,[]
dnr6419/CVE-2021-45416,Stored XSS Vulnerability on RosarioSIS 8.2.1,https://github.com/dnr6419/CVE-2021-45416,['cve-2 OR cve_2'],1,2022-02-14T07:34:37+0000,0,0,PHP,0,['CVE-2021-45416']
cyberterr0rist/0day,botnet,https://github.com/cyberterr0rist/0day,['0day'],1,2022-02-14T14:32:04+0000,0,0,,0,[]
