full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
beefproject/beef,The Browser Exploitation Framework Project,https://github.com/beefproject/beef,['exploit'],1,2023-12-06T04:49:01+0000,22425,8995,JavaScript,2061,[]
MrXiao7/Notes,在科锐学习逆向工程中的笔记，大概内容为8086汇编，win32汇编，调试器原理，pe文件格式，32位64位反汇编，壳的原理，shellcode，x86/x64内核,https://github.com/MrXiao7/Notes,['shellcode'],1,2023-12-06T03:09:13+0000,26331,1,,0,[]
cultureelerfgoed/rce-thesauri-backup,Automatic thesauri backups from RCE PoolParty,https://github.com/cultureelerfgoed/rce-thesauri-backup,['rce'],1,2023-12-06T04:07:36+0000,60273,0,Python,0,[]
zeroday2162/zeroday2162,my profiles,https://github.com/zeroday2162/zeroday2162,['zeroday'],1,2023-12-06T03:41:18+0000,3,0,,0,[]
alpha-roman/cisa_gov_known_exploited_vulnerabilities_mirror,None,https://github.com/alpha-roman/cisa_gov_known_exploited_vulnerabilities_mirror,['exploit'],1,2023-12-06T01:03:53+0000,796,0,,0,[]
Cyfrin/sc-exploits-minimized,A repo to showcase web3 hacks,https://github.com/Cyfrin/sc-exploits-minimized,['exploit'],1,2023-12-06T01:27:16+0000,8565,18,Solidity,2,[]
Elsie-Kgafela/Roblox-Exploit-API,A C# Roblox Exploiting API for the UWP distribution of the game. Its basically WeAreDevs API but it bypasses Byfron. - GitHub - game-hax/Roblox-Exploit-API: A C# Roblox Exploiting API for the UWP distribution of the game. Its basically WeAreDevs API but it,https://github.com/Elsie-Kgafela/Roblox-Exploit-API,['exploit'],1,2023-12-06T04:58:16+0000,100,0,C#,0,[]
IsThisMe01/ProjectL,Roblox Exploit,https://github.com/IsThisMe01/ProjectL,['exploit'],1,2023-12-06T03:56:48+0000,7533,2,Lua,1,[]
vulsio/vuls-data-raw-exploit-github,None,https://github.com/vulsio/vuls-data-raw-exploit-github,['exploit'],1,2023-12-06T00:01:48+0000,6912,0,,0,[]
vulsio/vuls-data-raw-exploit-inthewild,None,https://github.com/vulsio/vuls-data-raw-exploit-inthewild,['exploit'],1,2023-12-06T00:01:53+0000,30241,0,,0,[]
smokeintheshell/CVE-2023-20198,CVE-2023-20198 Exploit PoC,https://github.com/smokeintheshell/CVE-2023-20198,"['cve poc', 'cve-2 OR cve_2', 'exploit']",3,2023-12-06T00:52:15+0000,24,6,Python,0,['CVE-2023-20198']
