full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
rapid7/metasploit-framework,Metasploit Framework,https://github.com/rapid7/metasploit-framework,['metasploit module OR payload'],1,2022-02-11T01:39:39+0000,686018,26324,Ruby,11953,[]
3rsh1/goFunctionStomping,FunctionStomping (using golang) : A new shellcode injection technique.,https://github.com/3rsh1/goFunctionStomping,['shellcode'],1,2022-02-11T03:17:23+0000,10,26,Go,1,[]
Adamkadaban/LearnPwn,Learn Binary Exploitation with sample problems.,https://github.com/Adamkadaban/LearnPwn,['exploit'],1,2022-02-11T05:22:05+0000,3614,1,C,0,[]
sergiogcharles/fadee,FADEE: Faster Adaptation for Decoupled Exploration and Exploitation,https://github.com/sergiogcharles/fadee,['exploit'],1,2022-02-11T01:14:45+0000,2154539,0,Python,0,[]
hacefresko/CVE-2021-4045-PoC,Exploit for command injection vulnerability found in uhttpd binary from TP-Link Tapo c200 IP camera,https://github.com/hacefresko/CVE-2021-4045-PoC,"['command injection', 'cve poc', 'cve-2 OR cve_2', 'exploit', 'vulnerability poc']",5,2022-02-11T00:43:06+0000,2240,0,Python,0,['CVE-2021-4045']
rcelyte/BeatUpRcelyte,A lightweight modded Beat Saber multiplayer server for self-hosting,https://github.com/rcelyte/BeatUpRcelyte,['rce'],1,2022-02-11T01:42:42+0000,1146,2,C,1,[]
Psmths/reave,WIP Post-exploitation framework tailored for hypervisors.,https://github.com/Psmths/reave,['exploit'],1,2022-02-11T03:37:30+0000,463,22,Python,5,[]
flazarte/cyberex,Cyber eX’s main feature is Capture the King (CTK). The system provides complete and customized cybersecurity learning and has a unique feature gaming platform that have different cyber scenarios from beginners to experts. CTK has different categories namel,https://github.com/flazarte/cyberex,['exploit'],1,2022-02-11T06:38:56+0000,50006,0,Python,0,[]
jgamblin/CISA_Enrichment,CISA Known Exploited Vulnerabilities Catalog Enrichment,https://github.com/jgamblin/CISA_Enrichment,['exploit'],1,2022-02-11T01:15:31+0000,27072,2,Jupyter Notebook,0,[]
cehteh/rcell,None,https://github.com/cehteh/rcell,['rce'],1,2022-02-11T01:40:19+0000,7,0,Rust,0,[]
Brandochili/ENSE-871-RCE-Team-Project-Enums,The goal of this project is to develop a proposed restructuring of a section of the RCE Saskatchewan website to create a 'one-stop-shop' network for projects and users to continue sustainable development and inspire users to get involved.,https://github.com/Brandochili/ENSE-871-RCE-Team-Project-Enums,['rce'],1,2022-02-11T05:20:01+0000,452,0,,0,[]
offensive-security/exploitdb,The official Exploit Database repository,https://github.com/offensive-security/exploitdb,['exploit'],1,2022-02-11T05:09:16+0000,251662,6820,C,1865,[]
Lakshaysh93/RCE_SK_Project,None,https://github.com/Lakshaysh93/RCE_SK_Project,['rce'],1,2022-02-11T06:14:03+0000,4,0,,0,[]
comp426-2022-spring/a01-rceglie,a01-rceglie created by GitHub Classroom,https://github.com/comp426-2022-spring/a01-rceglie,['rce'],1,2022-02-11T01:51:42+0000,23,0,HTML,0,[]
comp426-2022-spring/a02-rceglie,a02-rceglie created by GitHub Classroom,https://github.com/comp426-2022-spring/a02-rceglie,['rce'],1,2022-02-11T01:51:13+0000,17,0,JavaScript,0,[]
manuelpalomeque/Complete-Beginner-Learning-Path---TryHackMe-,"Challenges del curso Complete Beginner de TryHackMe. Tecnologias: Nmap, Burp Suite, Metasploit, John The Ripper, WireShark.",https://github.com/manuelpalomeque/Complete-Beginner-Learning-Path---TryHackMe-,['metasploit module OR payload'],1,2022-02-11T00:24:12+0000,4,0,Python,0,[]
priyacshah/RCE_Sask_Website_Design,None,https://github.com/priyacshah/RCE_Sask_Website_Design,['rce'],1,2022-02-11T06:14:28+0000,370,0,,0,[]
blairbilodeau/adaptive-causal-bandits,"Code for our paper ""Adaptively Exploiting d-Separators with Causal Bandits"".",https://github.com/blairbilodeau/adaptive-causal-bandits,['exploit'],1,2022-02-11T02:02:02+0000,4,0,Julia,0,[]
Hagrid29/PELoader,PE loader with various shellcode injection techniques,https://github.com/Hagrid29/PELoader,['shellcode'],1,2022-02-11T02:39:40+0000,853,0,C++,0,[]
cspshivam/cve-2021-4043,pwnkit exploit,https://github.com/cspshivam/cve-2021-4043,"['cve-2 OR cve_2', 'exploit']",2,2022-02-11T04:18:19+0000,0,0,,0,['CVE-2021-4043']
corelight/CVE-2021-38647,"CVE-2021-38647 AKA ""OMIGOD"" vulnerability in Windows OMI ",https://github.com/corelight/CVE-2021-38647,['cve-2 OR cve_2'],1,2022-02-11T01:34:56+0000,2823,6,Zeek,5,['CVE-2021-38647']
HxDDD/CVE-PoC,CVE PoC,https://github.com/HxDDD/CVE-PoC,['cve poc'],1,2022-02-11T01:03:29+0000,184,2,,0,[]
RectangularObject/boblox,omg stupid script kiddie go lick a shower drain,https://github.com/RectangularObject/boblox,['exploit'],1,2022-02-11T00:13:04+0000,262,0,Lua,0,[]
Cobalt-Strike/community_kit,"Cobalt Strike is a post-exploitation framework designed to be extended and customized by the user community. Several excellent tools and scripts have been written and published, but they can be challenging to locate. Community Kit is a central repository o",https://github.com/Cobalt-Strike/community_kit,['exploit'],1,2022-02-11T01:17:46+0000,6799,34,HTML,12,[]
gate-computer/gate,Benign remote code execution,https://github.com/gate-computer/gate,['remote code execution'],1,2022-02-11T03:34:58+0000,4342,90,Go,7,[]
hacktoolspack/hack-tools,hack tools,https://github.com/hacktoolspack/hack-tools,"['0day', 'exploit', 'zeroday']",3,2022-02-11T02:31:45+0000,221966,647,Python,436,[]
hahwul/mad-metasploit,"Metasploit custom modules, plugins, resource script and.. awesome metasploit collection",https://github.com/hahwul/mad-metasploit,['metasploit module OR payload'],1,2022-02-11T00:17:13+0000,232726,269,Ruby,79,[]
Ascotbe/Medusa,:cat2:Medusa是一个红队武器库平台，目前包括XSS平台、协同平台、CVE监控、免杀生成、DNSLOG、钓鱼邮件、文件获取等功能，持续开发中 ,https://github.com/Ascotbe/Medusa,['cve poc'],1,2022-02-11T02:22:22+0000,64419,1427,Python,286,[]
0xDezzy/CVE-2019-11539,Exploit for the Post-Auth RCE vulnerability in Pulse Secure Connect,https://github.com/0xDezzy/CVE-2019-11539,"['cve-2 OR cve_2', 'exploit', 'rce']",3,2022-02-11T00:00:44+0000,56,125,Python,38,['CVE-2019-11539']
rlaw125/localFileInclusionServer,A web application built with Node.js with a local file inclusion vulnerability that enables users to write JavaScript files for remote code execution to be used in a vulnerable virtual machine. ,https://github.com/rlaw125/localFileInclusionServer,['remote code execution'],1,2022-02-11T06:31:54+0000,2054,1,JavaScript,0,[]
nomi-sec/NVD-Exploit-List-Ja,🔍NVD exploit & JVN(Japan Vulnerability Notes) easy description,https://github.com/nomi-sec/NVD-Exploit-List-Ja,['exploit'],1,2022-02-11T00:46:36+0000,35046,28,,17,[]
jm33-m0/emp3r0r,Linux/Windows post-exploitation framework made by linux user,https://github.com/jm33-m0/emp3r0r,['exploit'],1,2022-02-11T02:13:08+0000,37767,659,Go,149,[]
z-Mythic/ExPatch,Exploit / Backdoor patcher / preventer for gmod. ,https://github.com/z-Mythic/ExPatch,['exploit'],1,2022-02-11T04:05:27+0000,23,1,Lua,0,[]
Patrowl/PatrowlHearsData,"Open-Source Vulnerability Intelligence Center - Unified source of vulnerability, exploit and threat Intelligence feeds",https://github.com/Patrowl/PatrowlHearsData,['exploit'],1,2022-02-11T00:04:28+0000,478846,46,,21,[]
ARPSyndicate/xlocate,the ultimate exploits/references finder,https://github.com/ARPSyndicate/xlocate,['exploit'],1,2022-02-11T00:28:24+0000,124551,15,Python,5,[]
lcvvvv/kscan,Kscan是一款纯go开发的轻量级的资产发现工具，可针对指定IP段、资产清单、存活网段自动化进行端口扫描以及TCP指纹识别和Banner抓取，在不发送更多的数据包的情况下尽可能的获取端口更多信息。并且能够针对扫描结果进行自动化暴力破解，且是go平台首款开源的RDP暴力破解工具。,https://github.com/lcvvvv/kscan,['exploit'],1,2022-02-11T01:17:25+0000,81237,729,Go,125,[]
tencentcloud-sdk-php/rce,None,https://github.com/tencentcloud-sdk-php/rce,['rce'],1,2022-02-11T01:25:02+0000,110,0,PHP,0,[]
ARPSyndicate/cvemon,Monitoring exploits & references for CVEs,https://github.com/ARPSyndicate/cvemon,"['cve poc', 'exploit', 'vulnerability poc']",3,2022-02-11T00:04:32+0000,474313,73,,13,[]
ycdxsb/PocOrExp_in_Github,聚合Github上已有的Poc或者Exp，CVE信息来自CVE官网。Auto Collect Poc Or Exp from Github by CVE ID.,https://github.com/ycdxsb/PocOrExp_in_Github,"['cve poc', 'exploit']",2,2022-02-11T04:31:07+0000,83633,304,Python,95,[]
richie0866/rbxm-suite,Tool designed for exploiting with a Rojo-based workflow,https://github.com/richie0866/rbxm-suite,['exploit'],1,2022-02-11T01:40:25+0000,181,2,Lua,1,[]
HeiTang/Zrss,RSS feeds for HITCON ZeroDay’s vulnerability list,https://github.com/HeiTang/Zrss,['zeroday'],1,2022-02-11T01:16:13+0000,36296,2,Python,0,[]
gabe-k/CVE-2021-1883,None,https://github.com/gabe-k/CVE-2021-1883,['cve-2 OR cve_2'],1,2022-02-11T04:17:20+0000,0,0,C,0,['CVE-2021-1883']
