full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
drb-ra/C2IntelFeeds,Automatically created C2 Feeds,https://github.com/drb-ra/C2IntelFeeds,['metasploit module OR payload'],1,2023-01-29T04:33:55+0000,1123403,253,REXX,30,[]
CY83R-3X71NC710N/Brain-Biohacking,These are some resources I use to exploit my brain on a daily basis,https://github.com/CY83R-3X71NC710N/Brain-Biohacking,['exploit'],1,2023-01-29T00:28:23+0000,15,0,,0,[]
StefanVaylBX2023/Exploiting-Conservation-Laws,None,https://github.com/StefanVaylBX2023/Exploiting-Conservation-Laws,['exploit'],1,2023-01-29T04:47:30+0000,15,0,Jupyter Notebook,0,[]
landoncrabtree/ccig-web-exploitation-ctf,Small CTF challenges for CCIG Web Exploitation Introduction. ,https://github.com/landoncrabtree/ccig-web-exploitation-ctf,['exploit'],1,2023-01-29T00:56:52+0000,329,0,Pug,0,[]
WingZer0o/exploitdevelopment,None,https://github.com/WingZer0o/exploitdevelopment,['exploit'],1,2023-01-29T00:41:35+0000,15,0,Shell,0,[]
Padamatto/Roblox-NYveeee-Private-Exploit-Leak3D,Roblox NYveeee Private Exploit Leak3D WITH 50 FEATURES,https://github.com/Padamatto/Roblox-NYveeee-Private-Exploit-Leak3D,['exploit'],1,2023-01-29T00:14:29+0000,1,29,,0,[]
Padamatto/DF2-DeaD-Frontier2-PrivateCheat,DF2 DeaD Frontier2 PrivateCheat INCLUDING AIMBOT SOFTAIM ESP AND MORE,https://github.com/Padamatto/DF2-DeaD-Frontier2-PrivateCheat,['exploit'],1,2023-01-29T00:14:39+0000,0,29,,0,[]
Watanabbe/AutoFarm-SonicSpeed-Exploit,AutoFarm SonicSpeed Exploit made by hks0r3ty,https://github.com/Watanabbe/AutoFarm-SonicSpeed-Exploit,['exploit'],1,2023-01-29T00:20:57+0000,0,29,,0,[]
Watanabbe/et3nol-RobloxBloxFruitPrivateCheatExploitScript,et3nol RobloxBloxFruitPrivateCheatExploitScript ,https://github.com/Watanabbe/et3nol-RobloxBloxFruitPrivateCheatExploitScript,['exploit'],1,2023-01-29T00:21:09+0000,1,29,,0,[]
Live-Hack-CVE/CVE-2021-4315,A vulnerability has been found in NYUCCL psiTurk up to 3.2.0 and classified as critical. This vulnerability affects unknown code of the file psiturk/experiment.py. The manipulation of the argument mode leads to improper neutralization of special elements u,https://github.com/Live-Hack-CVE/CVE-2021-4315,"['cve-2 OR cve_2', 'exploit']",2,2023-01-29T02:18:08+0000,1,0,,0,['CVE-2021-4315']
adminlove520/Poc-Monitor_v1.0.1,威胁情报-漏洞存储库,https://github.com/adminlove520/Poc-Monitor_v1.0.1,"['cve poc', 'exploit']",2,2023-01-29T04:49:35+0000,31284,7,Go,0,[]
Live-Hack-CVE/CVE-2023-0562,A vulnerability was found in PHPGurukul Bank Locker Management System 1.0. It has been rated as critical. Affected by this issue is some unknown functionality of the file index.php of the component Login. The manipulation of the argument username leads to ,https://github.com/Live-Hack-CVE/CVE-2023-0562,['cve-2 OR cve_2'],1,2023-01-29T02:18:11+0000,1,0,,0,['CVE-2023-0562']
Live-Hack-CVE/CVE-2023-0563,A vulnerability classified as problematic has been found in PHPGurukul Bank Locker Management System 1.0. This affects an unknown part of the file add-locker-form.php of the component Assign Locker. The manipulation of the argument ahname leads to cross si,https://github.com/Live-Hack-CVE/CVE-2023-0563,['cve-2 OR cve_2'],1,2023-01-29T02:18:14+0000,1,0,,0,['CVE-2023-0563']
fakenews2025/CVE-2023-21839,CVE-2023-21839 exp,https://github.com/fakenews2025/CVE-2023-21839,['cve-2 OR cve_2'],1,2023-01-29T03:15:40+0000,2,0,,0,['CVE-2023-21839']
OleliebtSarah/OleExploit,None,https://github.com/OleliebtSarah/OleExploit,['exploit'],1,2023-01-29T03:12:53+0000,1,0,,0,[]
vuddameri/CVEN2320,None,https://github.com/vuddameri/CVEN2320,['cve-2 OR cve_2'],1,2023-01-29T03:17:06+0000,228,0,Jupyter Notebook,0,[]
tumuidle/LiteAntiExploit,None,https://github.com/tumuidle/LiteAntiExploit,['exploit'],1,2023-01-29T04:21:38+0000,0,0,,0,[]
krizzz07/CVE-2020-0796,windows 10 SMB vulnerability,https://github.com/krizzz07/CVE-2020-0796,['cve-2 OR cve_2'],1,2023-01-29T04:29:50+0000,0,0,,0,['CVE-2020-0796']
plusgiant5/TaaprWareV2,"Open source custom DLL exploit for Roblox with custom functions, level 8 execution, multi Roblox injection, and a key system.",https://github.com/plusgiant5/TaaprWareV2,['exploit'],1,2023-01-29T02:33:55+0000,6128,9,C++,3,[]
RedNotSus/exploits,unblocked apps and games,https://github.com/RedNotSus/exploits,['exploit'],1,2023-01-29T01:41:36+0000,1046568,0,HTML,0,[]
aryanguenthner/365,"Bug bounty, OSINT, Threat Hunting, Network and Web Recon, Discovery, Enumeration, Vulnerability Mapping, Exploitation, Reporting, Darkweb, Deepweb, Research",https://github.com/aryanguenthner/365,['exploit'],1,2023-01-29T00:33:51+0000,35277,24,Python,7,[]
yaklang/yakit,Cyber Security ALL-IN-ONE Platform,https://github.com/yaklang/yakit,['exploit'],1,2023-01-29T04:44:28+0000,15433,4880,TypeScript,706,[]
2lstudios-mc/FlameCord,"Patches for Waterfall to improve overall performance, fix memory issues and protect against attacks.",https://github.com/2lstudios-mc/FlameCord,['exploit'],1,2023-01-29T03:12:33+0000,1512,201,Shell,148,[]
Patrowl/PatrowlHearsData,"Open-Source Vulnerability Intelligence Center - Unified source of vulnerability, exploit and threat Intelligence feeds",https://github.com/Patrowl/PatrowlHearsData,['exploit'],1,2023-01-29T04:05:07+0000,724237,68,,24,[]
subn0de/Roblox_Exploits,"[Roblox] Downtown RP ESP (Gun Crates, Printers) -- genta",https://github.com/subn0de/Roblox_Exploits,['exploit'],1,2023-01-29T02:48:38+0000,20687,0,Lua,0,[]
abundov/web-exploits,Tools and Exploits,https://github.com/abundov/web-exploits,['exploit'],1,2023-01-29T01:58:49+0000,81,4,PHP,0,[]
ycdxsb/PocOrExp_in_Github,聚合Github上已有的Poc或者Exp，CVE信息来自CVE官网。Auto Collect Poc Or Exp from Github by CVE ID.,https://github.com/ycdxsb/PocOrExp_in_Github,"['cve poc', 'exploit']",2,2023-01-29T04:22:49+0000,357558,570,Python,152,[]
Cobalt-Strike/community_kit,"Cobalt Strike is a post-exploitation framework designed to be extended and customized by the user community. Several excellent tools and scripts have been written and published, but they can be challenging to locate. Community Kit is a central repository o",https://github.com/Cobalt-Strike/community_kit,['exploit'],1,2023-01-29T01:43:27+0000,2607,160,HTML,2,[]
joeengo/exploiting,None,https://github.com/joeengo/exploiting,['exploit'],1,2023-01-29T00:58:21+0000,1069,7,Lua,11,[]
rcelyte/BeatUpRcelyte,A lightweight modded Beat Saber multiplayer server,https://github.com/rcelyte/BeatUpRcelyte,['rce'],1,2023-01-29T04:53:35+0000,1497,10,C,4,[]
nebunet/rbx-scripts,a repository full of roblox exploit scripts,https://github.com/nebunet/rbx-scripts,['exploit'],1,2023-01-29T03:29:14+0000,8,0,,0,[]
Ridter/noPac,Exploiting CVE-2021-42278 and CVE-2021-42287 to impersonate DA from standard domain user ,https://github.com/Ridter/noPac,['exploit'],1,2023-01-29T03:31:27+0000,88,522,Python,91,"['CVE-2021-42278', 'CVE-2021-42287']"
StevenRCE0/StevenRCE0,Hello meow!,https://github.com/StevenRCE0/StevenRCE0,['rce'],1,2023-01-29T00:11:30+0000,1079,0,,1,[]
sari3l/Poc-Monitor,🔍 Github CVE POC 信息监控推送 🚀,https://github.com/sari3l/Poc-Monitor,['cve poc'],1,2023-01-29T04:48:27+0000,55894,47,Go,15,[]
R3LI4NT/articulos,Artículos relacionados a la Ciberseguridad y Hacking.,https://github.com/R3LI4NT/articulos,['exploit'],1,2023-01-29T04:35:46+0000,7446,59,,4,[]
tg12/PoC_CVEs,PoC_CVEs,https://github.com/tg12/PoC_CVEs,['cve poc'],1,2023-01-29T01:02:03+0000,10435,125,,14,[]
KATERGaming/Roblox,Exploiting,https://github.com/KATERGaming/Roblox,['exploit'],1,2023-01-29T02:39:02+0000,31912,2,Lua,0,[]
f0cus77/awesome-iot-security-resource,awesome iot exploit resource,https://github.com/f0cus77/awesome-iot-security-resource,['exploit'],1,2023-01-29T02:47:27+0000,8,1,,0,[]
