full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
modernish/modernish,"Modernish is a library for writing robust, portable, readable, and powerful programs for POSIX-based shells and utilities.",https://github.com/modernish/modernish,['shellcode'],1,2022-05-22T00:40:23+0000,4605,655,Shell,15,[]
JHKLing/Red-VS-Blue-Project,"In this project, you will work on a Red Team vs. Blue Team scenario in which you will play the role of both pentester and SOC analyst. As the Red Team, you will attack a vulnerable VM within your environment, ultimately gaining root access to the machine. ",https://github.com/JHKLing/Red-VS-Blue-Project,['exploit'],1,2022-05-22T05:23:04+0000,52633,0,,0,[]
Panopticon-Project/panopticon-0dayTechnologies,nan,https://github.com/Panopticon-Project/panopticon-0dayTechnologies,['0day'],1,2022-05-22T00:43:57+0000,0,0,,0,[]
codingcore1/SILENT-EXCEL-XLS-EXPLOIT-CLEAN-n,None,https://github.com/codingcore1/SILENT-EXCEL-XLS-EXPLOIT-CLEAN-n,['exploit'],1,2022-05-22T00:15:49+0000,0,0,,0,[]
codingcore1/SILENT-PDF-EXPLOIT-CLEAN-n,None,https://github.com/codingcore1/SILENT-PDF-EXPLOIT-CLEAN-n,['exploit'],1,2022-05-22T00:15:04+0000,0,0,,0,[]
codingcore1/SILENT-DOC-EXPLOIT-CLEAN-n,None,https://github.com/codingcore1/SILENT-DOC-EXPLOIT-CLEAN-n,['exploit'],1,2022-05-22T00:13:37+0000,0,0,,0,[]
RGLoader/FakeAnim,A bootanim replacement that allows running full devkit shadowboots on a test kit using exploitable recovery version 11775.3,https://github.com/RGLoader/FakeAnim,['exploit'],1,2022-05-22T00:57:58+0000,1163,1,C,0,[]
god12l/Universal,new exploit that will have it own custom dll.,https://github.com/god12l/Universal,['exploit'],1,2022-05-22T00:57:36+0000,1,0,,0,[]
BloxSafe/Backend,🚀 BloxSafe backend code.,https://github.com/BloxSafe/Backend,['exploit'],1,2022-05-22T08:43:44+0000,15843,6,JavaScript,2,[]
p0dalirius/Awesome-RCE-techniques, Awesome list of techniques to achieve Remote Code Execution on various apps! ,https://github.com/p0dalirius/Awesome-RCE-techniques,"['exploit', 'rce', 'remote code execution']",3,2022-05-22T10:44:46+0000,7388,402,Dockerfile,27,[]
archercreat/vdk,vdk is a set of utilities used to help with exploitation of a vulnerable driver.,https://github.com/archercreat/vdk,['exploit'],1,2022-05-22T12:16:18+0000,252,6,C++,1,[]
re7urn0/Linux-Exploit-Development-Learning,None,https://github.com/re7urn0/Linux-Exploit-Development-Learning,['exploit'],1,2022-05-22T10:02:41+0000,40,0,,0,[]
Doran342545345/Exploit-key,None,https://github.com/Doran342545345/Exploit-key,['exploit'],1,2022-05-22T04:41:26+0000,1,0,,0,[]
zidansec/CloudPeler,"CrimeFlare is a useful tool for bypassing websites protected by CloudFlare WAF, with this tool you can easily see the real IP of websites that have been protected by CloudFlare. The resulting information is certainly very useful for conducting further pene",https://github.com/zidansec/CloudPeler,['exploit'],1,2022-05-22T11:29:49+0000,59,11,PHP,3,[]
cve-hunter/CVE-2022-1040-sophos-rce,cve-2022-1040 is an auth bypass and remote code execution in webmin portal of sophos firewall,https://github.com/cve-hunter/CVE-2022-1040-sophos-rce,"['cve-2 OR cve_2', 'rce', 'remote code execution']",3,2022-05-22T12:23:48+0000,4,9,Python,1,['CVE-2022-1040']
yuanLink/CVE-2022-26809,None,https://github.com/yuanLink/CVE-2022-26809,['cve-2 OR cve_2'],1,2022-05-22T01:33:36+0000,264,25,Python,14,['CVE-2022-26809']
